,标题,作者,漫画分类,风格类型,保存格式,封面,内容简介,是否完结
724,正义联盟：迷惘的一代,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/1/zylmmmdyd68l.jpg,他杀害了泰德科德，却篡改了全世界的记忆，让众人以为他是自杀；他消灭旧日JLI的成员，又被世界通缉。幸存下来的成员金色先锋、原子侠、烈火与寒冰正竭力找寻这位威胁到了整个超英世界的主谋……,已完结
725,复仇者：危境僵局,Marvel Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/8/fczwjjj68l.jpg,讲述了“美队”与“钢铁侠”在被洗脑后发生的故事,已完结
726,X因子 速命与死亡,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/10/xyzsmysw68l.jpg,"M皇室事件后快银再次失去了泰瑞根水晶带来的能力.昔日地球上最快的人丧失了生存的希望,身陷囹圄与地痞流氓为伴.在道路的尽头,生命中最重要的人们会为他带来转机吗?",已完结
727,曾经被人称作正义联盟,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/10/cjbrczzylm8l.jpg,曾经被人称作正义联盟，我们又来喽...！DC迷你系列，2003年-2004年，共6期。,已完结
728,最终危机：无赖帮的复仇,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/19/ulaibangdefuchou.jpg,从地狱行星归来的无赖帮身心俱疲，恰逢此时惯量重获自由。得知消息的无赖帮决定展开复仇~,已完结
729,细胞分裂：回声,Dynamite,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/7/xibaofenliehuisheng.jpg,Dynamite在2014年7月发布漫画《细胞分裂：回声》，其讲述发生在《细胞分裂4断罪》和《细胞分裂5黑名单》之间的故事。这部本是以《细胞分裂5黑名单》限定版内容的漫画，将追加一些额外内容。,已完结
730,地狱厨房,VERTIGO,欧美漫画,"冒险,其他",JPG,http://images.dmzj.com/webpic/5/diyuchufangxin.jpg,在纽约市，你不是在家里赢得尊重，而是在街上赢得他们。,已完结
731,伸出援翅,DC Comics,欧美漫画,其他,JPG,http://images.dmzj.com/webpic/4/shenchuyuanchi.jpg,微短篇。企鹅人，黑道的品格。,已完结
732,蝙蝠侠：阿尔弗雷德·潘尼沃斯的错觉,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/12/aerfeileidedecuojue.jpg,关于淘气和知更鸟的鬼魂。,已完结
733,金刚:骷髅岛之王,AAM／MARKOSIA,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/18/jinggangkuloudangzhiwangfengmianl.jpg,文森特随杰克踏上寻父之旅……摄人心魄的丛林……疑团重重的地下隧道……骷髅岛的秘密似乎遥不可及……,已完结
734,红狼,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/17/01honglang42.jpg,1872年，警长红狼带着助手前去调查一起凶杀案，助手在调查过程中不幸遇袭身亡，红狼却因此背锅，受到全镇人的质疑，他下定决心要将此事查明，逮捕凶手还原事实真相，而结局又将会是……？,已完结
735,星球大战：传说系列,Marvel Comics,欧美漫画,"格斗,科幻",JPG,http://images.dmzj.com/webpic/6/xingqioudazhanchuanshuoxiliefnegmianl.jpg,欧比旺与阿纳金追杜库伯爵和格里弗斯将军不成反被下套……,已完结
736,愤怒鸟系列,艾米·布里格斯,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/3/fengnuniaoxiliefengmianl.jpg,愤怒的小鸟各衍生系列漫画，介绍各个系列里的知识……,已完结
737,小蜘蛛,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/13/Spidey4102015001000.jpg,"本叔离世后，彼得帕克决心成为惩恶扬善的超级英雄，便化名蜘蛛侠，帮助着人们。而英雄也有烦心事，历史不好的皮特迎来了自己的辅导员，而这位辅导员却是？！  
本期小蜘蛛将会迎来与章鱼博士的一场大战。 ",已完结
738,复仇者：奥创之怒,Marvel Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/1/aochuangzhinu.JPG,多年前遗留的问题一朝爆发。父与子，爱与欺骗，创造物与创造者…皮姆：“我永远记得儿子诞生时的情景。那年--是个暖冬，大雨倾盆而下。”复仇者联盟离奇庞大的家庭心理剧就此诞生。父子终成一体，奥亨幻三代人的百页血泪虐心史,已完结
739,C-3PO：幻肢,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/5/csanpohuanzhifengmianl.jpg,讲述了C-3PO在《星球大战：原力觉醒》中红臂的由来,已完结
740,无敌钢铁侠：瓶中恶魔,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/19/gangtiexiapingzhongemofengmianl.jpg,故事由贾斯汀•汉默展开，他是个超级恶棍的营销商，他先是动手脚让托尼的铠甲误杀了一个大使，使托尼变成了一个在逃的杀人犯。在此期间，因为托尼必须以自己的身份逃亡，所以他开始跟着美国队长学习徒手战斗。最终托尼阻止了汉默的阴谋，但是源自各方的种种压力使得他开始无节制地饮酒。在他的女朋友贝瑟尼•凯布的帮助下，他开始正面解决他的酗酒问题。,已完结
741,浩克英雄,Marvel Comics,欧美漫画,"格斗,科幻",JPG,http://images.dmzj.com/webpic/9/160428hkyx.jpg,EARTH6001，死侍在战斗中被辐射波及，变成了浩克侍。而他给自己的人任务就是回到过去杀掉死侍（？）。于是在小伙伴BOB的帮助下，浩克侍开始了颠沛流离的时光旅行生涯……,已完结
742,蝙蝠侠：死亡天使之剑,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/13/siwangtianshizhijian.jpg,当这位满身弹痕的夺命天使闯入哥谭市的游行人群中时，蝙蝠侠被卷入了死亡天使的神秘谜团中...,已完结
743,黑暗骑士III：至高种族 ,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/17/zhigaozhongzu.JPG,弗兰克·米勒的黑暗骑士三部曲终章！距前作中蝙蝠侠的再次出山已经过去了三年，哥谭的罪恶势力又重新抬头。此时，一起对蝙蝠侠的目击事件却在社会上掀起了滔天巨浪，此时在任的英德尔局长将如何处理？,已完结
744,蒙面群英,Dynamite,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/8/160509mmqy.jpg,"一个名为正义党的新政党执政,进行了一系列的改革,并组建一支狂热的面具卫队...然而这个名为正义党的党派内部却是各种恶人掌控的....恶人已经掌控律法,法律不再公正.....
""罪恶不可饶恕""--抱着罪人必死信念的蒙面英雄影子来到纽约找上了青蜂侠和加藤,他杀死罪犯后邀青蜂侠白天来会面.蒙面英雄要在正义的旗号下,对抗执掌法律之名的正义党,而越来越多的蒙面英雄也加入了他们的行列....
蒙面的英雄对战蒙上律法之假面的罪恶....",已完结
745,星期三漫画：超级少女,DC Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/2/xingqisanmanhuachaojishaonvfengmianl.jpg,小氪小纹无故失控，把大都会搅了个天翻地覆，超级宠物怎么啦？卡拉向海王求助，但海王表示我只管鱼的事[doge]午夜神医出马，天外来客竟然管小纹叫女王……,已完结
746,死侍MAX,Marvel Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/6/sishimax.JPG,BOB和死侍的任务是一个贩卖人口的恶徒。在死侍化身布拉德皮特（？）潜入敌营并且身份即将暴露之际，来自未来的救兵突然出现？！通过亲历者的讲述，这个救兵还拥有充满科幻感的（不可描述）技巧，并且还教了死侍一手？？,已完结
747,诸王纷争,Marvel Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/3/zhuwangfenzheng.jpg,这是2009年的漫威宇宙系大事件，我们会汉化六本主线刊物哟~这一本主要是讲一场婚礼上的混战，用四个字形容——“贵圈真乱”,已完结
748,哈莉和她的哈莉帮,DC Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/19/hlhtdhlb00.jpg,哈莉帮成立啦！女神经为了这一群孩子也是操碎了心！装作被绑架的样子结果真的被绑架了呢！boss好丑啊看起来很难打！,已完结
749,蝙蝠侠编年史：腹背受敌,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/2/bianfuxiabiannianshifubeishoudi.JPG,正式成为罗宾之前，迪克还得接受最后一项考核：从日落到日出，与蝙蝠侠在危机四伏的哥谭市内捉迷藏！但另一群麻烦的玩家也不请自来，猫鼠游戏变成生死追击，迪克能否独自度过这次双重试炼？,已完结
750,X战警：寻找镭射眼,Marvel Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/5/xunzhaoleiseyan.JPG,故事发生在小队长牺牲自己把天启封在自己体内并下落不明之后…,已完结
751,使命召唤：黑色行动3前传,Dark Horse Comics,欧美漫画,"战争,其他",JPG,http://images.dmzj.com/webpic/4/smzhheisexingdongsqzfengmianl.jpg,动视暴雪发行的FPS游戏 《使命召唤：黑色行动3（Call of Duty: Black OPS III）》的官方前传漫画，讲述继黑色行动2后新冷战爆发，黑色行动3主角泰勒与他的前特种小分队执行任务的故事。,已完结
752,Vote Loki,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/9/voteloki.jpg,九头蛇攻击美国总统候选人辩论现场。洛基出手救人，旋即宣布自己将竞选美国总统（并宣称自己生为美国人）。有名记者坚决不买他的账，但她真的能够阻止大众落进谎言之神的圈套吗？男默女泪的画风配上犀利清奇的脑洞，请谨慎收看！,已完结
753,变形金刚：直到万众一心,IDW,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/17/bxjgzdwzyx56589l.jpg,红蜘蛛统治着塞伯坦——他和风刃正争夺着“宗族委员会”的控制权，双方都在尽可能的拉拢各个殖民地。,已完结
754,DC漫画呈现：超级英雄军团  100页合集篇,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/17/manhuachengxianchaojijuntuan.jpg,DC漫画公司收录以往发行过的超级英雄军团漫画然后做成合集。,已完结
755,超人 汝之毒刺何在,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/15/chaorenruzhiduchi.JPG,本篇借助H'RONMEER与超人的精神抗战表达了超人对于生和死的思考。当H'RONMEER，也就是他本人的死亡，让他第一次意识到自己的寿命会比所爱之人长时，他陷入了痛苦之中，最后却发现原来爱可以战胜对死亡的恐惧……,已完结
756,程序猿拯救世界,PAK MAN,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/3/Code626MonkeySaveWorld.jpg,这是一本脑洞奇大的独立漫画，灵感来自同名歌曲。讲述了一只真正的程序猿查尔斯如何和一群恶棍怪咖联手拯救自己心目中的女神玛蒂尔达的故事。,已完结
757,蝙蝠侠：欧罗巴,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/13/bianfuxiaoluoba.jpg,一段旅途，两个病人，四座城市，“我们就是彼此的解药” “你需要我，我真感动”——吉姆·李酝酿十年的作品，用时而华丽时而迷乱的画风，为我们描绘了这对宿敌最理想的关系。,已完结
758,神奇蜘蛛侠&蛛丝-蜘蛛(蝴蝶)效应无限漫画,Marvel Comics,欧美漫画,"格斗,科幻",JPG,http://images.dmzj.com/webpic/2/shengqizhizhuxiazszzhdxywxmdfengmianl.jpg,有了十年前的本叔作为好帮手和好司机一个把来龙去脉全部吐出的话唠九头蛇小兵一身酷炫的行头和几个小线索，小虫和蛛丝将会有怎样的进展，又将在过去遇到哪些意料之外的人呢？,已完结
759,美国队长：亡者之路,Marvel Comics,欧美漫画,格斗,JPG,http://images.dmzj.com/webpic/1/meiguoduizhangwangzhezhilufengmianl.jpg,"美国队长遇上了一支武装小分队——亡者，处在极度恶劣环境之下，人性开始丧失，伦理道德的界限开始模糊，为了免于受到军事法庭的审判，他们决定杀掉美国队长……

他们说：
“我们是亡者——我们命不久矣。”
“他是一位超级士兵，拥有超级速度、力量之类的。但他毕竟只是个凡人，他势单力薄。”
“我们与他，非此即彼——美国队长必须死。”
他说：
“无穷的压力，无穷的选择。这个世界从来都不是一道简单的选择题。”
“我选择永不屈服。这个世界变得越遭，我就越有责任去引导它向善。”",已完结
760,探险时光：暗面行动 ,Kaboom!,欧美漫画,"冒险,欢乐向",JPG,http://images.dmzj.com/webpic/19/txsgamxd65689l.jpg,人生如果没有梦想，那跟咸鱼有什么区别？当然，Finn有他的英雄梦。但眼下却因为找不到有挑战性的任务而郁郁寡欢。几番寻找下，他们终于接手了一个特别的任务……,已完结
761,蝙蝠侠：贝恩,DC Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/15/bianfuxiabeien.jpg,被蝙蝠侠打败的贝恩劫持了一艘船，准备重返哥谭市并毁灭这座城市。蝙蝠侠与罗宾前去解救人质并与贝恩一决胜负… ,已完结
762,蜘蛛侠和X战警,Marvel Comics,欧美漫画,"格斗,科幻",JPG,http://images.dmzj.com/webpic/16/zhizhuxiahexzhanjingfengmianl.jpg,起因是小虫受(已故的)校长老狼委托 前往琴格蕾学院当老师并暗地调查隐藏在学校里的内奸 学生们心里苦:这个代课的不仅不让他们活动拳脚 还时刻不忘灌鸡汤 最惨的是跟了他 找麻烦的反派是一个接一个啊 这不 去趟博物馆的功夫就被带到了荒岛要复兴恐龙时代,已完结
763,泰坦V3,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/19/160728Titans.jpg,本次依旧是与《DC宇宙重生》剧情相承接的《泰坦V3》，队友们开始为归来的沃利提供撩妹指导，呃不，心理治疗，而一位尘封许久的老反派则在最终登场，难道他就是沃利消失十年的罪魁祸首？,已完结
764,星球大战：原力觉醒,Marvel Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/10/006didQcjw1f6dazq6sxvj31j82cwquyyljx.jpg,本漫画由漫威出品，以漫画的形式重现了星球大战系列电影第七部“原力觉醒“的剧情,已完结
765,假如：杰西卡·琼斯加入了复仇者？,Marvel Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/18/160802jessica.jpg,这次为大家带来一本光头本迪斯早期作品，杰西卡不愧是传闻中光头的亲女儿，在这本中获得了一个情理之中却意料之外的爱人。以及早期背锅王旺达再次中枪。,已完结
766,绿灯侠：圣火圆桌,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/14/180808greenlantern.jpg,"地球收到了警告，一个名叫遗忘的强大怪物即将前来地球。而当美国正义联盟与遗忘对抗时，超人，神奇女侠，火星猎人等人却突然凭空消失了，剩下的人四处寻找帮手之时，前来的意外援军竟是此时已经不存在了的“绿灯军团”
绿灯v3时期的一个短篇，凯尔第一次离子化的前奏。",已完结
767,假如卡伦·佩吉活了下来？,Marvel Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/18/jiarukalunpeijihuoxialai.jpg,这本简直虐得死去活来，爱人死，你是夜魔侠，爱人活，你是阶下囚；“这都已无关紧要”，哀莫大于心死，本光头你和马律师有多大仇？,已完结
768,神谕于天上地下星点之间,DC Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/16/shengyuyutianshangdixiaxingdianzhijianfengminal.jpg,即使神谕再也无法站起来她依旧会守护哥谭,已完结
769,黑暗骑士归来-最后的圣战,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/17/heianqishiguilai.jpg,"这次为大家带来DC在今年六月出版的这本单篇，也是对TDKR故事线的重要补完，相信不少同学都是期待已久了。“他粗野,任性,总按自己的方式来做事,杰森在很多方面确实很像我...”“我能教他如何成为一个更好人的,一个退休的战士,哲学家...”可惜却永远没有了这个机会……TDKR宇宙中又一段虐心的故事，看看米勒笔下的《家族之死》将如何演绎。不论你是喜欢黑骑归来，喜欢米勒，还是喜欢二少，都不容错过！",已完结
770,火箭浣熊V1,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/6/huojianhuanxiongvyifengmianl.jpg,火箭浣熊最初的个人刊,已完结
771,美国队长：战争前路,Marvel Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/18/meiguoduizhangzhanzhengqianlu.jpg,漫威电影宇宙世界观下，《美国队长—内战》英雄分裂之前发生的一点小插曲。  由美国队长和黑寡妇带领新复仇者成员：猎鹰，战争机器，红女巫和幻视。集结在一起解决来自东欧小镇的“奥创危机”。,已完结
772,X战警'92,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/19/xzhanjingjiouerfengmianl.jpg,泽维尔天才少年学院再次启动招生，但就在这天跟金刚狼曾在X武器共事的流浪者躲入了学院。与此同时，来自俄罗斯的人民保护者闯入学院企图带走流浪者，这背后似乎隐藏着更大的阴谋… ,已完结
773,口袋图书馆 发明,厄尔·戴维斯,欧美漫画,其他,JPG,http://images.dmzj.com/webpic/0/koudaitushuguanfaming.jpg,关于发明的科普书。,已完结
774,太空惩罚者,Marvel Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/1/taikongchengfazhe.JPG,这是一个来自平行宇宙惩罚者的故事，他有着令整个宇宙都闻风丧胆的名声，让我们一起来看看这位高逼格，高战力的惩罚者是如何让惩罚之火燃遍整个宇宙的,已完结
775,女猎手：第一年,DC Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/11/0000nvlieshou92.jpg,这是专属她的黑暗岁月。哥潭的黑手党千金海伦娜，西西里的寄养孤儿柏特奈尼，日后的女猎手。这是她的沉封起源。午时汉化组为您带来女猎手-第一年！,已完结
776,奇异博士：誓言,Marvel Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/17/160907ds.jpg,至尊法师奇异博士为何重伤入院？漫威管家侠王究竟身患是什么重病？奇异博士：誓言，找到你的誓言。,已完结
777,屠杀之子毒素,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/15/tszzds536l.jpg,"因电光人受雇潜入并瘫痪了被称为世上最安全的监狱雷克岛,导致八十七名邪恶罪犯逃跑。",已完结
778,地狱神探,DC Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/5/160915TheHellblazer.jpg,渣康现场撩妹教学，不料竟被沼泽怪物坐享其成怒打其脸。,已完结
779,正义联盟：新的边际特别篇之赛道风云,DC Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/11/zhengyilianmengxindebianjifengmianl.jpg,讲述了在New Frontier世界观下，罗宾与闪电小子的初遇，以及少年泰坦的建立。,已完结
780,暴力史,DC Comics,欧美漫画,"冒险,格斗",JPG,http://images.dmzj.com/webpic/13/baolishi.jpg,dc超经典美漫《暴力史》第一章！获奖无数的同名改编电影就不详细介绍了，漫画比电影更加压抑和犀利。故事讲述了一个看似普通的小镇男人，平静的生活被一场抢劫案打破…… ,已完结
781,超级女侠V1,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/18/160918superw.jpg,众所周知这本将讲述的是获得大超能力后的露易丝的故事，但意料之外的是，“超级女侠”其实是两个人？在重生各刊忙东忙西，大家都快要忘记N52超的时候，这本刊物算是延续了他的故事。看到挂着“屋主自售”的肯特家老屋，也是叫人心里很难过……,已完结
782,超人V4,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/17/160921Superman.jpg,一句话概括本期剧情：我的爸爸是超人，然而……,已完结
783,蜘蛛侠：吻,Marvel Comics,欧美漫画,"科幻,爱情",JPG,http://images.dmzj.com/webpic/13/wenxin.png,假如你看了《蜘蛛侠:蓝》后还觉得不够酸爽 这里为你献上风格极其相似的一发完小短篇《吻》彼得的内心独白一如既往地用细腻的回忆风怀念了初恋格温 亲密无间的五人组和美好的大学时光 正是在身边这些人和所有难能可贵的经历影响下才成就了如今的蜘蛛侠,已完结
784,变形金刚：斗转星移,IDW,欧美漫画,"冒险,科幻,机战",JPG,http://images.dmzj.com/webpic/1/bianxingjingangdouzhuanxingyi.jpg,“变形金刚们刚刚向地球宣战了。特种部队将担负起铁马杀敌的重任。”——多元交叉事件正式开场！,已完结
785,弗瑞 - 神盾50周年纪念,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/11/furuisdjwsznjnfengmianl.jpg,再一次对九头蛇行动种，弗瑞意外回到了50年前,已完结
786,变形金刚真人电影2：堕落金刚的复仇,IDW,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/5/duoluojingangdefuchou.JPG,2009年真人电影改编漫画，共4集。在剧情上多少与原版电影有所区别！,已完结
787,X之死,Marvel Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/6/xzhisi.JPG,"这是一场大家早已知道结局的悲剧，由JEFF LEMIRE从一年前开始，向你娓娓道来。“对异人而言，泰瑞根是生命，对我们则是死亡”“我不会接受,我会不惜一切代价拯救我们的族人，从此刻开始，我们身处战争” 你可以说他恶贯满盈，你可以说他算不得英雄，但必须承认，镭射眼，是一位合格的领袖",已完结
788,新少年泰坦：犹大契约,DC Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/19/000xsnttydqyue107.jpg,他们是地球少年防卫队——坚不可摧、势不可挡。少年们志得意满，意气风发，直到他们欢迎一名年轻的少女加入队伍。她便是是他们的“土崩瓦解”。 上世纪八十年代，新少年泰坦的销量惊人，是DC最受欢迎的刊物。这个曾多次印刷的系列巅峰故事之一，向读者呈现出史诗般的跌宕起伏、风云变幻。《犹大契约》包括了新少年泰坦#39-40、少年泰坦传说#41-44和年刊#3，由Marv Wolfman（无线地球危机）执笔，George Pérez（复仇者联盟、神奇女侠）作画，不仅连载期间的读者爱不释手，二十多年后的今天也依然为人所津,已完结
789,蝙蝠之影：国王蝙蝠侠,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/13/guowangbianfuxia.jpg,强大的异族军队侵犯哥谭城下，一位神秘的黑暗英雄挺身而出，为正义和自由战斗到最后一刻……在蝙蝠侠的面罩下，究竟是什么样的真面目？注定灭亡的孤独未来，能否得到一线改变的生机？ 王子罗宾•韦恩、家臣理查德、阿尔弗雷多公爵，几位至亲之人的选择影响着国王布鲁斯的态度，而国王布鲁斯的最终决定，关系到茫茫宇宙的终局。众人的命运交织，会奏鸣出怎样一首壮绝的史诗？,已完结
790,杰西卡·琼斯,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/6/jiexikaqiongsifengmianl.jpg,漫威闹的第一批新刊，由传说中杰西卡·琼斯的亲生父母——编剧BENDIS与画师GAYDOS携手带来，这对曾谱写过杰西卡诸多优秀故事的搭档这次又将带来怎样惊艳的新连载呢？从第一期来看，似乎是一对离婚夫妇争夺女儿的故事，众多超级英雄侦探轮番登场，问题却只有一个：“孩子在哪？” ,已完结
791,三位一体V2,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/9/161013tri.jpg,蝙蝠侠×神奇女侠×超人三位一体！,已完结
792,褴褛人：尘归尘,DC Comics,欧美漫画,"冒险,格斗",JPG,http://images.dmzj.com/webpic/19/lanlurenchenguichen.jpg,褴褛人大战萤火虫，然后……没有然后了，这个DC重启前出色的街头系作品，新世纪最出色的褴褛人故事就这么因为重启，两（yi）期（qi）夭折了，连个烂尾都没有，露个脑袋就被砍了,已完结
793,卢克凯奇：暗影,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/18/lukekaiqianyingV1.jpg,漫画聚焦禁酒令背景下二三十年代的纽约哈莱姆区，画风有种老式黑帮电影的昏沉阴暗。发现一切早已物是人非的卢克·凯奇出狱不到一天，就着手调查两位女子死亡的幕后真相…,已完结
794,鹰侠之死,DC Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/13/Death1023ofHawk2016000.jpg,亚当·斯特兰奇和卡塔·霍，一个是地球上的考古学家，一个是塞纳冈的警察，他们能否阻止兰恩和塞纳冈的战争？,已完结
795,恶名铁人-毁灭博士的崛起,Marvel Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/8/huimieqishidejueqi.jpg,超级大反派毁灭博士，突然要变成好人拯救地球了？钢铁侠托尼史塔克到底是死是活？doom他妈为什么这么年轻？,已完结
796,铁人：末日遗产,Marvel Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/11/ierenmoriyichan.jpg,卡姆洛特三部曲之一。,已完结
797,超人：天外敌袭,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/4/chaorentianwailaixi.jpg,作为超人最历史悠久、最致命的敌人之一，布莱尼亚克现在带着终极武器”战争世界“回来侵略地球了。战争世界是一颗星球规模的卫星，生而只为毁灭。正义联盟解散后，钢铁之人将挑起重担，带领神奇女侠、闪电侠、丧钟、奇迹先生等众多英雄，共同对抗这个宇宙威胁。但是，布莱尼亚克也带来了自己的盟友，包括一支外星军队和拥有精神力量的玛克西玛，还有神力之女——超级女孩！,已完结
798,灭霸,Marvel Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/0/miebaxin.jpg,昨天刚刚开始的漫威闹全新连载《灭霸》第一期，论效率我们不是针对谁……依旧是由近来炙手可热的二姐夫执笔编剧，来看看笔风细腻的他在宇宙线中会有怎样的表现吧。第一期便带着填上《灭霸崛起》《灭霸无疆》与《无限》中众多大坑的气势，灭霸大佬趁着第二次内战从终极战队手中逃了出来(原因未知)，一出场便徒手闹过坦克车，怒怼二五仔。殊不知他的儿子赞恩居然和自己的梦中情人死亡女神搞在了一起，还聚起了一支“反灭霸小分队”，只能说，杯具啊！,已完结
799,重生REBORN,image,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/7/chongshengdiyiqi.jpg,"邦妮的亲人一个个离她而去，年迈的她也十分恐惧死亡。不幸的是疾病发作，她危在旦夕，自己的一生重现眼前…

这是另一个世界，她的宠物，她的父亲，全都回来了！又将发生什么呢…

马克米勒与卡普洛的作品，绝对好顶赞！",已完结
800,蝙蝠侠/忍者神龟：2016大冒险,DC Comics/IDW,欧美漫画,"格斗,科幻",JPG,http://images.dmzj.com/webpic/7/bfxrzsgelyldmxfengmianl.jpg,哥谭阿卡汉姆疯人院的犯人一个个神秘失踪，为了调查事情真相，蝙蝠侠将穿越到纽约，和忍者神龟们展开一段联手之旅。,已完结
801,光照会,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/19/guangzhaohui.jpg,这本漫画将讲述一个关于犯罪的故事，你将亲眼见证想要脱离罪犯的生活是说起来容易做起来难的。,已完结
802,希曼&霹雳猫,DC Comics,欧美漫画,"冒险,西方魔幻",JPG,http://images.dmzj.com/webpic/3/ximanpilimao.jpg,"长着虎脸人身的Lion-O（狮猫）、Tygra（虎猫）、Panthro（猛猫）、Cheetara（豹猫）等逃离了即将灭亡的家园Thundera（霹雳星）来到Third Earth（第三地球），在那里他们同邪恶的巫师Mumm-Ra（木乃伊）战斗的故事。<br>
又是两个宇宙交叉联动，又是好人联手打怪兽，旧瓶换新酒，老树发新枝！两个80年代红遍日美的动画/漫画30年后聚首同一个时空！",已完结
