,标题,作者,漫画分类,风格类型,保存格式,封面,内容简介,是否完结
95,星球大战-西斯复仇,Dark Horse Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/14/xqdzxsfc.jpg,星战III电影改编小说，同时发行硬壳精装本和有声朗读CD/磁带。作者是Matthew Stover，他写的几本星战小说都以风格黑暗著称，因而被赋予了星战III电影改编小说的重任。和前两部星战电影改编小说一样，星战III电影改编小说也包含了大量未能展现于电影屏幕上的情节。更重要的是，小说将深入剖析角色的内心。,已完结
96,巴格达的荣耀,Niko/VERTIGO,欧美漫画,励志,JPG,http://images.dmzj.com/webpic/5/005_0c2fa6ee92cc353edab0f0622bad1bd6.jpg,本书根据真实故事改编。2003年春，在一场美军对伊拉克的空袭中，几只狮子从巴格达动物园逃了出来。它们无路可去、不知所措，饥肠辘辘却终获自由，这四头狮子徘徊在尸横遍野的巴格达街头，为了生存进行着无望的努力。通过记述这些狮子的状况，《巴格达的荣耀》提出了关于自由的真义的问题——自由可否由他人所赐，或是只能通过自身的意志和牺牲而赢得？(Niko Henrichon),已完结
97,再生侠 弑神者,TODDMcFARLANE,欧美漫画,西方魔幻,JPG,http://images.dmzj.com/webpic/0/04_5c6083e1a318be1cec1c199f1c8f17a3.jpg,"商人和水手来到我们的大陆,留下了这样的故事:远古的众神们一个接一个的死去.一个未名生命逐渐从混沌的面纱中浮现并猎杀着远古众神.他心中燃烧着无端的愤怒,这一切视乎都毫无原因.伟大的雷神和各地的妖精都一个接一个倒在了他的面前.随着时间的推移故事继续展开.从冰天雪地的北方到烈日骄阳的东方.从充满渴望的大海到了无人烟的边界,故事不断的蔓延.远古的众神们,远在语言出现之前,远在记忆产生以前的众神们,被这个持黑暗刀刃的残暴陌生人一个个终结. 我们并不对这个故事感到恐惧.这些次要种族虚构出来的神的存亡与我们无关.因为我们是居住在英德纳-拉的英德纳人.英德纳-拉这块绚丽的宝石镶嵌在斯那德群岛一带,她有无数的战士和英雄.当其他的种族还陶醉在我们早已不屑的艺术和科学当中,在追求我们早已纯熟的知识和智慧上浪费光阴时,我们的种族,却在美慧女神莉拉亚的保护下建造了高耸云端的皇宫,我们的船只征服了整个大海.莉拉亚,她头上聚集着星辰般的火焰,犹如黎明的曙光.裁决,勇气,力量和仁慈这四件神圣的礼物是她优美的双手给予我们种族的恩赐.莉拉亚,奥宁之女,诞生于远古,世界的梦想家.铸就完星空之后她落向海面,她的骨头落到了海上,变成了我们的家园...任何生物,无论来自何方,都不敢挑起她的愤怒,这是她的土地.至少我们一直这么认为.茉莉月出现的那一季,皇家婚宴的前夜,宿命悄悄的向我们走进,就像我们的梦.",已完结
98,刺客信条：陨落,UBISOFT,欧美漫画,"冒险,格斗",JPG,http://images.dmzj.com/webpic/6/cikexintiao.jpg,"游戏改编的漫画...
",已完结
99,甜心杀手Gun-Candy,Imperial Knights,欧美漫画,格斗,JPG,http://images.dmzj.com/webpic/0/000001_f6f68340_e5ca42132443dab732eb817ce5b80963.jpg,《甜心杀手》是短篇系列漫画《座驾（The Ride）》的衍生故事。《甜心杀手》的主角莱茜正是在《座驾：车轮滚滚》里被菜鸟女警轰爆的那个黑帮女杀手；而《座驾：车轮滚滚》的大BOSS沙布也在《甜心杀手》里很狼狈地小露一脸。真是人有旦夕祸福——世事无常！,已完结
100,正义-JUSTICE,DC Comics/Alex Ross,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/1/000001_e9fcc733_b4ff6d6740e751541b211336e8242560.jpg,"他们强大，勇敢，无私，无畏。 他们求同存异，并肩战斗，彼此合作。他们有着共同的目标，却偏好各自的方法。他们也许并非情同手足，却互相熟悉，默契配合。他们是最伟大的英雄所组成的团队，精英中的精英。这就是正义联盟。　　罗斯经典神作,不可不看.",已完结
101,乔克与面具,未知,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/6/000001_4e74afa4_249df8575b6337bf36f9eeb07c127485.jpg,"还记得蝙蝠侠里的大反派邪恶小丑乔克么,他那疯狂的笑声总是给人留下深刻的印象.这次他得到了同样邪恶的变相怪杰面具,疯狂滑稽的故事就这样展开了.",已完结
102,时间大师-消失点,DC Comics,欧美漫画,"科幻,冒险",JPG,http://images.dmzj.com/webpic/1/shijianchaoren.jpg,《蝙蝠侠归来-布鲁斯韦恩》的支线。一次失误，一个严重的错误都有可能改变历史，从而带来灾难性的后果。这就是为什么你一定要能够踏入过去而不留下任何一个永久足迹的原因。为什么你一定要懂得你想发生的事和必须发生的事之间所区别的原因。这就是作为一名时间大师所需要的资质——这就是我瑞普享特时间大师。,已完结
103,魔兽世界：狼人的诅咒,JAE-HWAN KIM,欧美漫画,西方魔幻,JPG,http://images.dmzj.com/webpic/6/moshoushijielangrendezuzhou.jpg,"吉尔尼斯。看看她多年以前的样子吧。看看这个故事是怎么开始的吧。她是一个拥有高贵信念的国家，她心怀坚强的意志，久经磨砺，历经动乱年代的战火洗礼。现在再看看。看看吉尔尼斯变成了什么样子。隔绝于世。寡然独立。大军压境。高墙是用来保护这个国家的，是为了阻止其他国家的麻烦变成我们自己的麻烦。关于这座高墙，有意思的是：它们的确很出色地把一些怪物挡在了外面，它们同样也很有效地把一些怪物困在了里面。
",已完结
104,黑暗王朝2009,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/4/heianwangchaoheiafuchouzhexin.jpg,黑暗王朝是2009年Marvel漫画的大事件，是2008《秘密入侵》故事的余波。2008年的第一季度，Marvel打算给英雄们挑战，发生了一个大事件。,已完结
105,野蛮龙与地狱男孩,Dark Horse Comics/埃里克.拉尔森,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/10/fw6bddth.jpg,1944年，第二次世界大战即将结束，纳粹的残余党羽试图利用黑魔法的力量挽救自己濒临灭亡的命运，不过，他们没有达到目的，同盟国军队的一个小分队赶到从事秘密仪式的地点，虽然他们驱散了施魔法的人，但撒旦之子——地狱男爵(朗·普尔曼饰)已经被黑魔法召唤到了人间。不过，与众人想象的不同，地狱男爵并没有站在邪恶的一方，他加入了同盟国，被教授布鲁姆(约翰·赫特饰)收养，并为美国政府完成各种难以完成的任务。凭借金刚不坏之身所向披靡，他与鱼人朋友亚伯(道格·琼斯饰)将一切胆敢阻碍正义的势力打得粉碎。不过，随着地狱男爵的不断长大，他开始露出了自己心底狰狞的一面。在一次执行任务的时候，地狱男爵与曾参与召唤他的纳粹邪恶巫师不期而遇，地狱般阴暗的本性能否战胜善良的感化？地狱男爵必须在正义与邪恶之间做出自己的选择…… ,已完结
106,龙与地下城故事5水之重,DDP,欧美漫画,"冒险,格斗,西方魔幻",JPG,http://images.dmzj.com/webpic/2/longyudixiachengshuizhizhong.jpg, 讲的是艾伯伦世界里一名年轻的武者的故事。,已完结
107,丛林女杰山娜,弗朗克.周,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/9/000001_038510a7_8288e2986920d10623b89a2b4abdbe23.jpg,她是纳粹的基因实验品 她是力量与智慧的完美结晶 她是精准冷酷的杀戮机器 她是煞星还是救星.... 她就是来自神奇宇宙的——丛林女杰山娜 ,已完结
108,星球大战-X翼战机-侠盗中队-义军的麻烦,Dark Horse Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/6/xqdzxyzj.jpg,星球大战系列漫画之一 ,已完结
109,星球大战-帝国阴影-重生,Dark Horse Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/5/xqdzdgyycs.jpg,星球大战系列短片之一,已完结
110,星球大战-黑暗帝国,Dark Horse Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/2/xqdzhadgx.jpg,星球大战-帝国阴影-重生,已完结
111,星球大战-绝地vs西斯,Dark Horse Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/0/xqdzjdxsx.jpg,星球大战系列漫画之一,已完结
112,星球大战-绝地之路,Dark Horse Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/19/xqdzjdzlnx.jpg,星球大战系列漫画之一,已完结
113,星球大战-卡米诺保卫战,Dark Horse Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/17/xqdzkmnbwzxin.jpg,星球大战系列短篇漫画之一,已完结
114,星球大战,Dark Horse Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/8/starwarsjangofe1_6a3e8f8fd484bb5c36c92d837b3eab51.jpg,星球大战，永远的经典，绝对的科幻史上最美丽史诗级的巨作。,已完结
115,丧尸英雄之重现人间,Marvel Comics,欧美漫画,格斗,JPG,http://images.dmzj.com/webpic/19/rrraaa001_6f3f86457eff838261445cd28d6d11cf.jpg,丧尸英雄之重现人间 剧情紧接第二季，在被人摆了一道，,已完结
116,星期三漫画超人,Marvel Comics,欧美漫画,"格斗,科幻",JPG,http://images.dmzj.com/webpic/10/xingqisanmanhuachaoren.jpg,超人短篇精彩漫画,已完结
117,X战警：第一课v1,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/8/0ddddd00_ab2d2b660be6a57b971e36b3b4360e51.jpg,X战警：第一课v1,已完结
118,高谭魅影,DC Comics,欧美漫画,格斗,JPG,http://images.dmzj.com/webpic/13/gaotanmeiying.jpg,高谭魅影又一部蝙蝠侠重生的故事,已完结
119,起死回生,Dynamite,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/0/qisihuisheng.jpg,"这个漫画..怎么说呢？二流剧情，二流画风，总之联想一下最一般的丧尸片就八九不离十了。还好，它的用色比较鲜艳.光影效果也非常出色，用来解闷非常合适。不喜勿下
",已完结
120,X战警：凤凰之挽歌,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/2/X-MAN-PHOENIX-ENDSONG.jpg,"凤凰能，是一种强大的宇宙生命体，靠吸食能量为生。这生命体曾经化身为地球上一名变种人女子－琴葛蕾，并将整个希阿星系吞噬。　　Ｘ－战警团结一致，最终打败自称“毒凤凰”的凤凰能。　　琴葛蕾摆脱毒凤凰后恢复意识，与队友返回地球，后与斯考特萨莫斯（雷射眼）结为夫妻。　　但凤凰能一息尚存，在宇宙间游荡，一艘希阿帝国的战舰执意将还未痊愈的凤凰能复活，企图将其彻底消灭。　　重伤的凤凰能逃至地球，却发现琴早已阵亡。于是强行将琴复活，并搜寻唯一能提供它能量恢复的人：　　斯考特萨莫斯！
",已完结
121,至白之日,DC Comics/Geoff Johns,欧美漫画,"格斗,科幻",JPG,http://images.dmzj.com/webpic/9/zhibaizhirifengmianl.jpg,"　<至白之日>是自2010年4月开始连载的事件.故事承接<至黑之夜>,着重讲述整个DC宇宙在度过至黑之夜后的余波事件.
　　主编Geoff Johns关于此事件的主旋律评说如下:
　　""至白之日是关于一个人如果能够获得第二次机会的故事. '至白之日'并不是可不是什么大字标语或是含糊不清的口号,它是一个故事. '至白之日'也并不代表DC宇宙就要只讲那些'光芒万丈,正义无比'的英雄们.有些人把握住了自己的第二次机会...有些人,则没有.",已完结
122,布鲁斯·韦恩-蝙蝠侠归途,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/18/blswegt.jpg,"蝙蝠侠：布鲁斯·韦恩归来支线2-布鲁斯韦恩归途.
",已完结
123,美国队长：重生,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/0/0500www0_bd4075be7fbaa393b325a381af0fced6.jpg,故事发生在惊奇世界的英雄内战，反注册派的二战传奇英雄“美国上尉”史蒂夫。,已完结
124,影域,Marvel Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/4/yingyu.jpg," 他们被称为手和会——一个由忍者，盗贼以及刺客组成的组织。
当手和会期望夜魔当上他们的领导，夜魔侠最终还是接受了，并且意图将组织便成为破邪显正的力量",已完结
125,终极复仇者大战新终极战队,Marvel Comics,欧美漫画,"格斗,科幻",JPG,http://images.dmzj.com/webpic/4/zjfczdzxzjzd.jpg,"    终极世界的大事件“蜘蛛侠之死”正式开始了！
　　吸血鬼大军夜袭神盾总部三飞饰，他们同时不断把更多的人转化为吸血鬼，部分英雄也不幸中招。眼看大势已去，有超级士兵血清护体的美国队长竟肃清了体内的吸血鬼病毒！他捡起一把神锤，将整座三飞饰传送到了伊朗。在阳光的照射下，吸血鬼被全数消灭。最后，他们在地下室发现了已奄奄一息的铁人托尼·斯达克.... ",已完结
126,精灵鼠小兵 1152之冬,戴维·彼德森,欧美漫画,其他,JPG,http://images.dmzj.com/webpic/4/jlsxb.jpg,    1152年的多事之秋让鼠国过冬准备不足。反叛者午夜集起大军破坏了雾锁天堂的城门，企图杀害鼠小兵的女族长格温多琳。随着季节变换，潜在的食物和药品短缺问题威胁着鼠国。格温多琳派出十一位顶尖的鼠小兵作为使节并收集紧缺物品。,已完结
127,飞出个未来,BONCO,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/9/feichugeweilai20110323.jpg,飞出个未来（Futurama）是一部美国喜剧漫画及动画片，曾荣获过艾美奖，改剧的动画版由Matt Groening创作并且Groening 和David X. Cohen一起为福克斯（Fox network）导演制作了该片。剧集是跟随主人公Philip J. Fry，一个前纽约的外送批萨小店员在未来世界冒险生活的故事。他在2000年即将到来前的几秒钟被低温冷藏了起来，然后在未来的2999年新年前夕被解冻。Futurama事实上可以看成一部工作场景剧。故事情节都围绕着行星快递公司和它的员工们而展开。这个小团体也并不怎么遵守未来社会的秩序规则。这部剧基本上总是以Fry，Leela和Bender三人组为中心，尽管故事情节大多是以其他主要角色为主线展开的。,已完结
128,玄案特遣队,罗莎里奥·道森,欧美漫画,侦探,JPG,http://images.dmzj.com/webpic/15/xatjd.jpg,直受过秘密特训的，并装备了能够对抗怪物的特警队,已完结
129,秘密战争,Marvel Comics,欧美漫画,"格斗,科幻",JPG,http://images.dmzj.com/webpic/7/mimizhanzheng.jpg,"S.H.E.I.L.D.天盾局局长Nick Fury调查得出Latveria(即Dr.Doom后来统治的国家)的领导人Lucia Von Bardas秘密资助了许多反派,认为此举是一种恐怖主义行径.但美国白宫不批准他的行动.于是Nick Fury召集了几名超级英雄潜入Latveria破坏了政府,并在秘密行动后将几名超级英雄洗脑.但一年后真[+展开]真相败露,反派联合起来袭击了纽约市,几位被洗脑的英雄也恢复了记忆与Nick Fury站在了对立面.Nick Fury借被Wolverine重伤而假死,进而转入地下活动,S.H.I.E.L.D.局长职务则由Maria Hill接任. 有趣的是,这系列故事的灵感据说是来自于编剧Bendis小时候从一名匿名的中情局高级官员给他讲的故事中得来的.究竟在现实世界中是否确有类似的其事我们便不得而知了",已完结
130,古墓丽影 最珍贵的宝藏,jurgens jusko,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/2/gmliqy.jpg,崔斯·卡沃尔，劳拉的生意伙伴，这次与劳拉前往游击队控制的中美洲丛林，为寻找一件有史以来最大的宝藏……,已完结
131,劳拉与酒神巴克斯之魂,jed soriano,欧美漫画,"冒险,欢乐向",JPG,http://images.dmzj.com/webpic/1/llyjs.jpg,劳拉独自一人来到了传说中的“奥林匹斯山大厅”，可是面前却有四扇分别代表战神、海神、太阳神和酒神的石门，只有一扇门能活着出去，劳拉会选择哪一扇呢？ ,已完结
132,古墓丽影 天方夜谭,fiona avery,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/16/gmlytfyt.jpg,"劳拉克劳馥是一个优雅的有财有势的女士。然而，她拥有的这一切都不能阻止她周游世界，闯进枪林弹雨中，冒险寻找那些珍稀的文物。生在一个富裕的家庭里，劳拉就读于最好的学校，由最好的老师任教。就是在这段读书时期里，她爱上了考古学。现在，凭着家里的财产，还有她钟爱的一对9MM手枪，劳拉作为一个冒险家出发去周游世界。她就是古墓丽影——劳拉。 
",已完结
133,蝙蝠侠 阿克汉姆之城,DC Comics/Paul Dini,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/4/BatmanArkhamCity.jpg,同名游戏的官方配套漫画…… 讲述一代游戏结束之后、二代游戏开始之前的背景故事…… 小丑因为注射过量泰坦药剂而瘫痪…… 哈莉发誓要救小丑逃离疯人院…… 流落到高谭市的泰坦药剂引发了新的大危机！阿克汉姆之城是如何建立的？怪博士雨果又将如何操纵局势？双面人为何会被打成重伤？企鹅人又有什么图谋？高谭警局将如何应对这一系系列危机？蝙蝠侠又将怎样对抗罪恶？请看《阿克汉姆之城》！,已完结
134,闪点 闪电小子,DC Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/5/shandianshandianxiaozi20110.jpg,闪电侠的孙子，巴特·艾伦，出生在遥远的未来，成长于虚拟真实空间。当开始以超快的速度成长之后，他被待会我们的时代。这个时代的疾宿者们合力稳住了她的代谢速度。这个冲动的年轻人藉此得以进入神速力，并且成长卫速度最快的青年——闪电小子。,已完结
135,内战之X战警,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/16/neizhan.jpg,M日过后~全世界90%的变种人都失去了自己的能力~仅存的变种人大部分都来到了X学院寻求避难~这些难民自称198~但是随着国家紧急情况办公室（简称O.N.E.）的到来使得X学院的局势日趋紧张~上一次大逃亡随着M先生的离去而告终~但是198还是希望能离开这座名为庇护所的牢笼~与此同时~外面的世界也不太平~斯特福德市的校园爆炸案引出了超级英雄注册册法案~那些昔日的盟友瞬间就划分成了两派~注册派领袖钢铁侠为此曾亲访X学院~希望得到变种人的支持~但是X战警决定在这件事上恪守中立~不想再惹祸上身~但这并不是所有变种人的想法,已完结
136,新52超人动作漫画,DC Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/8/chaordzmh.jpg,《Action comics动作漫画》为美国漫画公司DC所推出，以超人为主角的漫画系列。 1938年7月，超人首次在《动作漫画》中出现，从此作为美国漫画中最知名的人物，并且在全世界引起巨大反响。在DC2011年大事件闪点Flashpoint之后，DC公司将内部52部杂志全部重启，《动作漫画》也从01话开始，重头开始讲述超人的冒险故事。如果您对之前超人的故事不太瞭解，或觉得之前的剧情过于纷繁複杂，您可以从这一话漫画开始，重新瞭解这位家喻户晓的英雄人物。,已完结
137,侦探漫画 蝙蝠侠(新52),DC Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/17/bianfuxiazhentanmanhua.jpg,侦探漫画Detective Comics是美国最知名漫画杂志之一，并且以蝙蝠侠Batman在其中的活跃而闻名于世。1939年5月，蝙蝠侠首次出现在侦探漫画27期中。经过70多年得故事和角色的变革与更新，电影电视动画各种媒体的呈现，蝙蝠侠如今已成为世界上最受欢迎的超级英雄。经过闪点，DC公司杂志重启后，蝙蝠侠的漫画系列也全都进行了重启。如果您想看看与克里斯托夫罗兰的蝙蝠侠电影系列有所不同的蝙蝠侠故事。您可以从这部侦探漫画01话开始读起。,已完结
138,闪点 丧钟与劫掠者的诅咒,DC Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/12/sdszyqlzdzz.jpg,"闪点新的支线 
",已完结
139,惊奇超级英雄之秘密战争,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/19/mmimirenwu.jpg,一股来自超越于宇宙之上的神秘力量把强大的超级英雄们和超级坏蛋们传送到一个陌生行星上的，聚集在那里展开了一场终极的战争！,已完结
140,丧尸英雄之至高特遣队,Marvel Comics,欧美漫画,格斗,JPG,http://images.dmzj.com/webpic/3/ssyxzzgtqd.jpg,故事发生的时间与地点不明，有可能是616主世界。负责“异能源与潜在能源”研究的飞马工程突然发出了警报，女军官希尔带领的阿尔法小队与超级英雄“战星”前来调查。。。又一次丧尸危机。。。这次变丧尸的是“至高特遣队”。。。。至高特遣队，是MARVEL恶搞DC正义联盟的产物，第个人物都对应正义联盟的一个人物，大家一眼就能认出来，这次的恶搞可谓无所不用其极，干脆都丧尸化了。。,已完结
141,猿猴世界之至尊八巨头,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/4/yhsjzzzbjt.jpg,由于进化路线的不同，在MARVEL多元宇宙的这个世界中，人物都承现出了一副猿猴的模样这是一个杀与被杀的世界，要么加入我们，要么被我们消灭。。。他们与丧尸世界发生了交集。。。某一天，猿猴世界的几个重要人物：铁山魈（没错，个穿着智能铁甲的大狒狒），绿巨猿（没错，不是我以前恶搞的绿巨侠，这是个绿色的大猩猩），银背滑行者（一个站在宇宙香蕉上的[+展开]的。。。），X教授（这厮不光没头发，全身都没毛。。）。。。算了，不再说下去了。他们都做了一个奇怪的，关于人类丧尸入侵的梦从2099年穿越来尼克。弗雷2099（嗯，尼克。弗雷的孙女）把大家招集到一起，并带来了大反派杜姆博士，并说出了要组成组成八巨头的，以确保未来的发生。正当大家争论之际，丧尸们到了。。。,已完结
142,新52绿灯侠,DC Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/1/lvdengxia20110926.jpg,经过闪点事件后，DC公司大部份的杂志都获得了全面重启，但绿灯侠漫画却是紧接著前作绿灯之战的剧情。哈尔 乔丹拯救了整个绿灯军团，却因打破戒律被剥夺了绿灯侠的资格，逐回地球。今非昔比的他如何适应一个普通人的生活，而未来，命运又会为他安排一条什么样的道路呢？,已完结
143,新52闪电侠,DC Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/3/shandianxia20111005.jpg,闪电侠（The Flash）由DC漫画出版，是一个名字包括了四个人的超级英雄，由加德纳·福克斯和哈里·兰伯特首创，第一代的闪电侠在1940年的闪电侠漫画第一期首次出现。,已完结
144,新52神奇女郎,DC Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/11/shenqinl.jpg,神奇女郎是个美丽又神秘的女超人，总是穿着一件星旗低胸装在街上奔跑，蔚为奇观。由前美国小姐莲达卡特饰演的神奇女郎在剧中戴着一副特大的眼镜在国防部任职，亳不显眼。但当国家遇上危急时，她即变成性感的神奇女郎拯救人民。,已完结
145,新52猫女,DC Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/7/maonv1019.jpg,又称猫女侠，是DC漫画公司的《蝙蝠侠》系列的一个虚拟人物，由比尔·芬格和鲍勃·凯恩（Bob Kane）创造，灵感来源于凯恩的亲戚露丝·斯蒂尔（Ruth Steel）。最原始并且最为人所知的猫女是塞琳娜·凯尔（Selina Kyle），最先出现在第一期《蝙蝠侠》漫画（1940年春出版），一只猫的形象。作为蝙蝠侠的敌人，她是一个带着鞭子、喜欢冒险的盗窃犯。现代作家认为，猫女的行动和服饰特征是一个对虐待史的回应。,已完结
146,金刚狼大战漫威宇宙,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/16/jinganglangyuzhou.jpg,这个故事发生在《惩罚者大战惊奇宇宙》中的世界。不过这次的主角是在《惩》中被提及在不久的将来会英勇战死的金刚狼。这一回主要内容是病毒刚刚爆发时的故事。,已完结
147,女猎手,DC Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/5/nvlieshou.jpg,"女猎手的原名叫Helena Bertinelli（海伦娜 柏特奈尼），也是一位虔诚的天主教徒。在没有加入正义联盟这个大家庭之前，她独来独往，像一个猎人一样残忍的杀死那些倒霉的罪犯。故事，從這裡開始…… 
",已完结
148,秘密入侵之X战警,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/4/chuanyuexman.jpg,"前不久托尼.斯塔克在日本发现了艾丽卡的尸体~才发现这个艾丽卡竟然是个斯克鲁尔人...接着一架装有超级英雄的飞船迫降到了蛮荒之地~领队竟然是已经在内战中死去的美国队长...斯克鲁尔人的秘密入侵就此展开~威权复仇者~秘密复仇者~神奇四侠~秘密勇士~甚至诺曼.奥斯本的雷霆战队~红兜帽的匪帮都加入了战团~一时之间美国东海岸战云密布~这些似乎都在斯克鲁尔人的预料之中~毕竟东海岸是超人类的聚集地~但是对于西海岸~斯克鲁尔人却并未做太多关注~没想到这回斯克鲁尔人失算了~在旧金山就驻扎着一支强大的超人类队伍~他们就是X战警！
",已完结
149,复仇者起源,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/2/yirenyuhuangfeng.jpg,昆虫会做梦吗？昆虫会恋爱吗？一个在悲剧中萌发的爱情故事。“真像玛丽亚……真像失去了玛丽亚之后的自己……,已完结
150,新52巫毒,DC Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/16/wudu20111122.jpg,她是最惹火的脱衣舞女郎，不过美女总是有些小秘密的，让探员泰勒来揭开她身上的遮羞衣吧。,已完结
151,至黑之夜JSA,DC Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/15/zhzyjsa.jpg,间隔了许久的更新，本次发布标志着至黑之夜计划的正式重启，其他的主要支线也会陆续开始 ,已完结
152,X-23,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/17/x23-20111210.jpg,称号X-23，全名是Laura Kinney，她是一个在2003年创造的异变人角色，算是近年比较成功受大眾欢迎的新角色之一。她最先出现於电视动画X-Men: Evolution内，后来被人接受后，先在漫画NYX中出现。曾经推出过三套迷你系列漫画，现在已登上各异变人漫画系列的舞台。她的异变能力和狼人Wolverine一样，因为她本来就是Wolverine复制出来的，不同之处是手上只会弹出两块刀片，另一块则从脚弹出。一样拥有快速的回复能力，有极高的体能、速度、力量和反应。,已完结
153,黑暗王朝 死侍大战靶眼,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/13/hawcssdzby.jpg,韦德拥有超强的愈合因子，使他能够再生受损细胞结构，血小板的增长率远远高于普通的人类。因此，他可以重新长出断肢或着其他重要器官。这种愈合因子成正比地损害Deadpool的皮肤，它相当于一个虚拟免疫药物和多数治疗药品，还能增强抵抗力和延长寿命。,已完结
154,破碎的三位一体,Topcow,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/11/posuidesanweiyiti.jpg,"故事时间点发生在《初生》的数月之后，由杰基派手下芬尼根盯梢萨拉和女儿霍普，并再次回到纽约作为展开的线索。主线交代了冰川魔石持有者芬尼根和灰烬宝钻持有人格罗瑞安娜加入战争的缘由，是接下来上古十三神器群战的导火线。同时由于最初三位一体（魔女之刃、黑暗领域、安格拉斯）其中之一的陨落，造成平衡崩坏，引出《魔女之刃》主线的“魔刃战争”一大章节和外章《安琪勒斯》。
此作在顶牛的世界里属于承前启后的转折点。",已完结
155,终极漫画蜘蛛侠V2,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/15/zhongjimanhuazhizhuxiav2.jpg,关于蜘蛛侠的有一部漫画全新连载,已完结
156,少年正义联盟,DC Comics,欧美漫画,格斗,JPG,http://images.dmzj.com/webpic/6/snzylm.jpg,　《Young Justice》（译：少年正义联盟）为美国DC漫画巨头下的作品。讲述的是第16宇宙空间（DC英雄背景的空间理论，认为宇宙是由多个平行空间组成的，其中有一个为主宇宙）中的地球上，诞生了新的少年版正义联盟，附属于正义联盟，同时接受英雄们的指导和帮助迅速成长的故事。,已完结
157,生化危机,capcom,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/6/shwkmb.jpg,生化危机官方漫画,已完结
158,暗黑破坏神3：正义之剑,DC Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/2/daboluo3.jpg,暗黑破坏神3官方漫画作品《正义之剑》简体中文版。恐惧如没、鱼血似焰、引燃怒火、黑暗弥漫。神创造了庇护之地，我们所居住的这个世界来作为和平的庇护所。但和平从未降临。上古时凡人、天使和恶魔如何共处早已无人知晓，但战争仍然在继续……,已完结
